timestamp,prodi,jenis_kelamin,umur,suku,kabupaten,provinsi,asal_sekolah,jurusan_sekolah,ipk,kondisi_ekonomi,pendidikan_ayah,pendidikan_ibu,pekerjaan_ayah,pekerjaan_ibu,pendapatan_ayah,pendapatan_ibu,topik_minat,media_belajar,target_memproses,target_menerima,target_menyerap,target_memahami,durasi_belajar,motivasi,motivasi_lainnya,jurusan_std,kabupaten_std,jenis_kelamin_enc,jurusan_sekolah_enc,kabupaten_enc,pendapatan_ayah_enc,pendapatan_ibu_enc,durasi_belajar_enc,ipk_enc,ipk_kategori,media_buku,media_slide,media_video,media_interaktif,media_platform,media_forum,media_coding
2026-04-07 13:59:03.222,Teknik Informatika,Laki - Laki,21,Bugis,Kota Makassar,Sulawesi Selatan ,MAN 3 Makassar,IPA,3.8,Menengah,S2,D3,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Intuitive,Verbal,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Makassar,0,2,8,2,1,3,3.8,3.50–4.00,1,1,1,1,1,0,1
2026-04-07 13:57:20.124,Teknik Informatika,Laki - Laki,21,Mongondow,Bolaang Mongondow Selatan,Sulawesi utara,Sma ,IPA,3,Menengah,D4 / S1,SMA,Pegawai Negeri Sipil (PNS),Buruh / Petani / Nelayan,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Slide presentasi (PowerPoint) dari dosen, Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Lainnya,0,2,5,2,2,2,3.0,3.00–3.50,0,1,0,0,1,1,0
2026-04-07 13:54:00.306,Teknik Informatika,Laki - Laki,20,Bugis,Morowali,Sulawesi Tenga,SMA Negeri 1 Bungku,IPA,3.71,Menengah,D4 / S1,SMA,Pedagang / Wiraswasta,Pedagang / Wiraswasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Video pembelajaran (YouTube, e-learning, dll.)",Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Morowali,0,2,12,2,2,2,3.71,3.50–4.00,0,0,1,0,0,0,0
2026-04-07 13:47:55.043,Teknik Informatika,Laki - Laki,19,Bugis,Toli-Toli,Sulawesi tengah,Smk 1 ToliToli,Bisnis Daring,"3,69",Menengah,D4 / S1,D4 / S1,Pedagang / Wiraswasta,Profesional (Dokter / Pengacara / dll.),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Intuitive,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,Lainnya,Lainnya,0,6,5,2,2,2,3.69,3.50–4.00,0,0,0,1,0,1,0
2026-04-07 13:08:46.179,Teknik Informatika,Perempuan,21,Muna,Kendari,Sulawesi Tenggara,SMAN 1 Kendari,IPA,"3,86",Menengah,SMA,D4 / S1,Pedagang / Wiraswasta,Pegawai Negeri Sipil (PNS),Kurang dari Rp 2.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Komputasi Visual dan Interaksi (Pengolahan Citra Digital, Computer Vision, Interaksi Manusia dan Komputer, Multimedia)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Reflective,Sensing,Visual,Sequential,Kurang dari 30 menit,Penghargaan atau sertifikat,-,IPA,Kendari,1,2,3,1,2,1,3.86,3.50–4.00,0,0,1,1,0,0,0
2026-04-07 13:06:43.716,Teknik Informatika,Perempuan,20,Makassar,Makassar,Sulawesi Selatan,SMAN 1 KENDARI,IPA,"3,87",Menengah,D4 / S1,SMA,Karyawan Swasta,Karyawan Swasta,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Slide presentasi (PowerPoint) dari dosen, Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Sequential,1 - 2 jam,Penghargaan atau sertifikat,tidak ada,IPA,Makassar,1,2,8,1,1,3,3.87,3.50–4.00,0,1,0,1,0,0,0
2026-04-07 13:01:17.755,Teknik Informatika,Perempuan,20 tahun ,bugis,ponrang selatan,sul sel ,SMAIT Alishlah Maros,agama,"8,79",Menengah,D4 / S1,SMA,Karyawan Swasta,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)",Buku teks atau modul cetak,Active,Sensing,Visual,Sequential,Kurang dari 30 menit,Penghargaan atau sertifikat,lainya,Keagamaan,Lainnya,1,4,5,2,1,1,3.71,3.50–4.00,1,0,0,0,0,0,0
2026-04-07 12:59:49.391,Teknik Informatika,Perempuan,20,Bugis,Enrekang,Sulawesi Selatan,SMAN 2 Enrekang,IPS,3.45,Menengah,SMA,D4 / S1,Buruh / Petani / Nelayan,Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Tantangan akademis,-,IPS,Enrekang,1,3,1,2,2,2,3.45,3.00–3.50,0,0,0,1,0,0,0
2026-04-07 12:59:47.211,Teknik Informatika,Perempuan,21,Bugis,Luwu Timus,Sulawesi Selatan,SMAN 1 NUHA,IPA,3.87,Tinggi,SMP,SMP,Karyawan Swasta,Tidak bekerja / Pensiunan,Rp 5.000.000 - Rp 8.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Intuitive,Verbal,Sequential,1 - 2 jam,Other..,Untuk memperluas wawasan ,IPA,Lainnya,1,2,5,3,1,3,3.87,3.50–4.00,0,1,1,0,0,1,0
2026-04-07 12:59:21.438,Teknik Informatika,Perempuan,21,Bugis,Luwu Timur ,Sulawesi Selatan ,SMAN 7 Luwu timur ,IPA,3.87,Menengah,SD,SMA,Buruh / Petani / Nelayan,Tidak bekerja / Pensiunan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Video pembelajaran (YouTube, e-learning, dll.)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,Tidak,IPA,Luwu Timur,1,2,7,1,1,2,3.87,3.50–4.00,0,0,1,0,0,0,0
2026-03-30 13:56:14.425,Teknik Informatika,Laki - Laki,20,Bugis,Maros,Sulawesi Selatan,SMA Negeri 4 Maros,IPA,3.9,Menengah,SMA,SMA,Tidak bekerja / Pensiunan,Tidak bekerja / Pensiunan,Kurang dari Rp 2.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Pengakuan dari teman/sejawat,-,IPA,Maros,0,2,11,1,1,2,3.9,3.50–4.00,1,1,0,0,0,0,0
2026-03-30 13:23:45.940,Teknik Informatika,Laki - Laki,18,bugis,kota makassar,sulawesi selatan,SMAIT Ar-RAHMA MAKASSAR,IPA,3.7,Tinggi,S3,S2,Tenaga Pendidik (Dosen/Guru),Profesional (Dokter / Pengacara / dll.),Rp 5.000.000 - Rp 8.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Sensing,Verbal,Sequential,1 - 2 jam,Pengakuan dari teman/sejawat,tidak ,IPA,Makassar,0,2,8,3,3,3,3.7,3.50–4.00,0,0,1,0,1,0,0
2026-03-30 12:47:01.745,Teknik Informatika,Perempuan,18,Buton Kulisusu,Buton utara,Sulawesi tenggara,Smk Negeri 4 Buton Utara,TKJ,3.9,Menengah,SMP,SMA,Pedagang / Wiraswasta,Pedagang / Wiraswasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Slide presentasi (PowerPoint) dari dosen, Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Global,1 - 2 jam,Peningkatan keterampilan,-,TKJ,Lainnya,1,9,5,2,3,3,3.9,3.50–4.00,0,1,0,1,0,0,0
2026-03-30 12:23:21.004,Teknik Informatika,Perempuan,21,Bugis,Kota Makassar ,Sulawesi Selatan ,SMK Telkom Makassar,Telekomunikasi,3.75,Menengah,S3,D4 / S1,Pegawai Negeri Sipil (PNS),Tenaga Pendidik (Dosen/Guru),Rp 5.000.000 - Rp 8.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Intuitive,Verbal,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,Lainnya,Makassar,1,6,8,3,2,2,3.75,3.50–4.00,0,0,1,1,0,0,0
2026-03-30 12:22:19.872,Teknik Informatika,Perempuan,21,Bugis,Maros,Sulawesi Selatan ,SMAN 4 MAROS,IPA,3.7,Menengah,SMP,SD,Buruh / Petani / Nelayan,Pedagang / Wiraswasta,Kurang dari Rp 2.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Maros,1,2,11,1,2,2,3.7,3.50–4.00,1,1,1,1,1,1,1
2026-03-30 12:19:06.953,Teknik Informatika,Perempuan,21,Bugis-Makassar,Kota Makassar,Sulawesi Selatan,SMAN 10 Makassar,IPA,3.94,Menengah,S2,SMA,Pegawai Negeri Sipil (PNS),Tidak bekerja / Pensiunan,Rp 5.000.000 - Rp 8.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Media interaktif (simulasi, animasi, aplikasi edukasi), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Makassar,1,2,8,3,1,3,3.94,3.50–4.00,0,0,0,1,0,0,1
2026-03-30 12:17:33.011,Teknik Informatika,Perempuan,20,bugis,gowa,sulsel,SMAN 4 parepare,IPA,3.81,Menengah,D4 / S1,D4 / S1,Pegawai Negeri Sipil (PNS),Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Intuitive,Visual,Sequential,30 menit - 1 jam,Tantangan akademis,-,IPA,Gowa,1,2,2,2,1,2,3.81,3.50–4.00,0,0,1,1,0,1,0
2026-03-30 12:13:11.275,Teknik Informatika,Perempuan,22,Bugis,Makassar,Sulawesi Selatan,Darul Arqam Gombara Muhammadiyah Makassar ,IPA,"3,8",Menengah,SMA,S2,Tidak bekerja / Pensiunan,Pegawai Negeri Sipil (PNS),Kurang dari Rp 2.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Intuitive,Visual,Global,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Makassar,1,2,8,1,3,2,3.8,3.50–4.00,0,0,1,1,0,0,0
2026-03-30 12:12:49.162,Teknik Informatika,Laki - Laki,20,bugis,Halmahera Tengah,Maluku Utara,smaq himmatul quran malino,IPA,4,Menengah,S2,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Lebih dari Rp. 8.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Tantangan akademis,tidak ada,IPA,Lainnya,0,2,5,4,3,2,4.0,3.50–4.00,0,0,1,1,0,0,0
2026-03-30 12:10:37.582,Teknik Informatika,Perempuan,22,Bugis ,Mamuju,Sulawesi Barat,MAN 1 MAMUJU,IPS,3.81,Menengah,D4 / S1,D4 / S1,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Sensing,Visual,Sequential,1 - 2 jam,Penghargaan atau sertifikat,-,IPS,Mamuju,1,3,10,2,2,3,3.81,3.50–4.00,1,1,1,1,1,0,1
2026-03-30 12:10:35.333,Teknik Informatika,Perempuan,21,Bugis,Maros,Sulawesi selatan,SMK 1 Maros,TKJ,3.22,Menengah,D4 / S1,D3,Pegawai Negeri Sipil (PNS),Pegawai Negeri Sipil (PNS),Rp 5.000.000 - Rp 8.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Reflective,Intuitive,Visual,Sequential,30 menit - 1 jam,Penghargaan atau sertifikat,tidak ada,TKJ,Maros,1,9,11,3,1,2,3.22,3.00–3.50,0,0,1,0,0,1,1
2026-03-30 12:07:18.983,Teknik Informatika,Perempuan,20,bugis,makassar,sulawesi selatan,ummul mukminin,IPA,"3,9",Menengah,D4 / S1,S2,Pedagang / Wiraswasta,Tidak bekerja / Pensiunan,Rp 5.000.000 - Rp 8.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Buku teks atau modul cetak, Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Intuitive,Visual,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Makassar,1,2,8,3,2,3,3.9,3.50–4.00,1,1,1,1,0,1,0
2026-03-30 11:53:41.529,Sistem Informasi,Perempuan,20,Selayar,Selayar,Sulawesi selatan,Smkn 1 selayar,OTKP,90,Tinggi,D4 / S1,SMA,Pegawai Negeri Sipil (PNS),Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Active,Intuitive,Verbal,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,Lainnya,Lainnya,1,6,5,2,1,2,3.71,3.50–4.00,0,1,1,0,1,1,0
2026-03-02 17:39:01.740,Teknik Informatika,Laki - Laki,19,bugis,makassar,sulsel,smk telkom,TKJ,"3,78",Menengah,SMA,SMA,Pegawai Negeri Sipil (PNS),Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.)",Active,Sensing,Visual,Global,30 menit - 1 jam,Pengakuan dari teman/sejawat,.. ,TKJ,Makassar,0,9,8,2,1,2,3.78,3.50–4.00,0,0,1,1,0,1,0
2026-03-02 17:20:01.950,Teknik Informatika,Laki - Laki,22,makassar,takalar,Sulawesi Selatan ,MA Sultan Hasanuddin ,IPA,3.4,Menengah,D4 / S1,D4 / S1,Karyawan Swasta,Pegawai Negeri Sipil (PNS),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Reflective,Intuitive,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Takalar,0,2,16,2,3,2,3.4,3.00–3.50,0,0,1,0,1,0,1
2026-03-02 15:22:16.235,Teknik Informatika,Perempuan,23,Massenrempulu ,Enrekang ,Sulawesi Selatan ,SMA 1 enrekang,IPA,"3,64",Menengah,SMA,D3,Buruh / Petani / Nelayan,Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)",Slide presentasi (PowerPoint) dari dosen,Active,Sensing,Verbal,Sequential,1 - 2 jam,Peningkatan keterampilan,Tidak,IPA,Enrekang,1,2,1,2,1,3,3.64,3.50–4.00,0,1,0,0,0,0,0
2026-03-02 12:00:41.138,Teknik Informatika,Laki - Laki,21,Makassar,Makassar,Indonesia,SMKN 1 TAKALAR,TKJ,3.83,Menengah,SMA,D4 / S1,Buruh / Petani / Nelayan,Tenaga Pendidik (Dosen/Guru),Rp 5.000.000 - Rp 8.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Teknologi dan Inovasi Digital (Robotika, Internet of Things, Blockchain, Teknologi Baru lainnya)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Sequential,1 - 2 jam,Penghargaan atau sertifikat,tidak ada,TKJ,Makassar,0,9,8,3,2,3,3.83,3.50–4.00,0,1,1,1,0,0,0
2026-03-02 11:59:23.778,Teknik Informatika,Perempuan,20,Bugis,Pangkajene dan kepulauan,Sulawesi Selatan,MAN Pangkep,IPA,3.84,Menengah,D4 / S1,SMA,Karyawan Swasta,Pedagang / Wiraswasta,Lebih dari Rp. 8.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Tantangan akademis,.,IPA,Pangkep,1,2,13,4,2,2,3.84,3.50–4.00,0,0,1,1,0,0,0
2026-03-02 11:34:27.275,Teknik Informatika,Perempuan,23,Bugis,Mimika,Papua,SMA NEGERI 1 MIMIKA,IPA,3.77,Menengah,SMA,D3,Karyawan Swasta,Tidak bekerja / Pensiunan,Lebih dari Rp. 8.000.000 per bulan,Lebih dari Rp. 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Coding platform atau IDE (misalnya: repl.it, Jupyter, VS Code)",Active,Intuitive,Verbal,Sequential,30 menit - 1 jam,Peningkatan keterampilan,-,IPA,Lainnya,1,2,5,4,4,2,3.77,3.50–4.00,0,1,1,0,0,1,1
2026-03-01 20:04:34.432,Teknik Informatika,Perempuan,21,Makassar,Kota Makassar,sulawesi selatan,SMAN 2 Makassar,IPA,3.7,Menengah,S2,SMA,Tidak bekerja / Pensiunan,Pedagang / Wiraswasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Reflective,Sensing,Verbal,Sequential,1 - 2 jam,Peningkatan keterampilan,-,IPA,Makassar,1,2,8,2,2,3,3.7,3.50–4.00,0,0,1,1,0,0,0
2026-03-01 19:41:15.049,Sistem Informasi,Perempuan,18,Bugis,Kota Makassar,Sulawesi Selatan,SMA NEGERI 21 MAKASSAR,IPA,4,Menengah,S3,S3,Tenaga Pendidik (Dosen/Guru),Tenaga Pendidik (Dosen/Guru),Rp 5.000.000 - Rp 8.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Verbal,Sequential,1 - 2 jam,Tantangan akademis,tdk ada,IPA,Makassar,1,2,8,3,3,3,4.0,3.50–4.00,0,0,1,1,0,0,0
2026-03-01 19:32:38.098,Sistem Informasi,Perempuan,18,Tolaki,Konawe,Sulawesi tenaggara,MAN 1 KONAWE,Bahasa,"3,86",Menengah,SMA,SMA,Buruh / Petani / Nelayan,Buruh / Petani / Nelayan,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Sistem dan Jaringan Komputer (Jaringan Komputer, Sistem Operasi, Cloud Computing, Keamanan Siber)",Buku teks atau modul cetak,Active,Sensing,Verbal,Sequential,30 menit - 1 jam,Penghargaan atau sertifikat,Tdk ada,Bahasa,Konawe,1,1,4,2,2,2,3.86,3.50–4.00,1,0,0,0,0,0,0
2026-03-01 19:11:12.261,Teknik Informatika,Perempuan,19,Makassar,Takalar,Sulawesi selatan,Ma Manongkoki,IPA,3.88,Menengah,SMA,SMA,Pegawai Negeri Sipil (PNS),Pedagang / Wiraswasta,Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 2.000.000 - Rp 5.000.000 per bulan,"Data dan Kecerdasan Buatan (Basis Data, Kecerdasan Buatan, Machine Learning, Data Mining)","Slide presentasi (PowerPoint) dari dosen, Video pembelajaran (YouTube, e-learning, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Reflective,Intuitive,Verbal,Sequential,Kurang dari 30 menit,Tantangan akademis,saya merasa senang ketika dapat menyelesaikan permasalahan ,IPA,Takalar,1,2,16,2,2,1,3.88,3.50–4.00,0,1,1,0,1,0,0
2026-03-01 18:57:34.322,Sistem Informasi,Perempuan,20,Bugis,Makassar,Sulawesi Selatan,SMA NEGERI 7 MAKASSAR,IPA,3.9,Menengah,D4 / S1,SMA,Pegawai Negeri Sipil (PNS),Tidak bekerja / Pensiunan,Rp 2.000.000 - Rp 5.000.000 per bulan,Kurang dari Rp 2.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi)",Active,Sensing,Visual,Sequential,30 menit - 1 jam,Peningkatan keterampilan,.,IPA,Makassar,1,2,8,2,1,2,3.9,3.50–4.00,0,0,1,1,0,0,0
2026-03-01 18:57:02.932,Teknik Informatika,Laki - Laki,21,Melayu,Lingga,Kepulauan Riau,SMKN 7 Buru,Multimedia,3.9,Tinggi,D4 / S1,D4 / S1,Profesional (Dokter / Pengacara / dll.),Profesional (Dokter / Pengacara / dll.),Rp 2.000.000 - Rp 5.000.000 per bulan,Rp 5.000.000 - Rp 8.000.000 per bulan,"Pengembangan Perangkat Lunak (Pemrograman, Rekayasa Perangkat Lunak, Pengembangan Web & Aplikasi Mobile)","Video pembelajaran (YouTube, e-learning, dll.), Media interaktif (simulasi, animasi, aplikasi edukasi), Forum diskusi online atau grup belajar (WhatsApp, Telegram, LMS, dll.), Website atau platform pembelajaran daring (Coursera, Udemy, Dicoding, dll.)",Reflective,Sensing,Visual,Global,Kurang dari 30 menit,Tantangan akademis,Tidak ada,Multimedia,Lainnya,0,7,5,2,3,1,3.9,3.50–4.00,0,0,1,1,1,1,0
